,video_name,MOS,Category,Resolution
550,Lecture_720P-11e7,2.569,Lecture,720
551,Lecture_720P-1e62,3.958,Lecture,720
552,Lecture_720P-1f22,4.233,Lecture,720
553,Lecture_720P-2442,3.39,Lecture,720
554,Lecture_720P-26df,3.581,Lecture,720
555,Lecture_720P-2b0f,3.852,Lecture,720
556,Lecture_720P-2f38,3.552,Lecture,720
557,Lecture_720P-2f8c,3.839,Lecture,720
558,Lecture_720P-3b7f,4.106,Lecture,720
559,Lecture_720P-3f9f,3.479,Lecture,720
560,Lecture_720P-4c87,3.743,Lecture,720
561,Lecture_720P-50b9,3.579,Lecture,720
562,Lecture_720P-5120,4.295,Lecture,720
563,Lecture_720P-53a1,3.586,Lecture,720
564,Lecture_720P-5725,4.262,Lecture,720
565,Lecture_720P-5c7e,3.846,Lecture,720
566,Lecture_720P-6016,3.043,Lecture,720
567,Lecture_720P-6951,4.163,Lecture,720
568,Lecture_720P-7189,3.869,Lecture,720
569,Lecture_720P-7dcf,3.772,Lecture,720
570,Lecture_720P-7e40,4.246,Lecture,720
571,LiveMusic_1080P-14af,4.45,LiveMusic,1080
572,LiveMusic_1080P-157b,4.36,LiveMusic,1080
573,LiveMusic_1080P-1ace,4.162,LiveMusic,1080
574,LiveMusic_1080P-21dd,3.819,LiveMusic,1080
575,LiveMusic_1080P-28fe,3.693,LiveMusic,1080
576,LiveMusic_1080P-2930,3.776,LiveMusic,1080
577,LiveMusic_1080P-2b7a,3.954,LiveMusic,1080
578,LiveMusic_1080P-2f7f,3.326,LiveMusic,1080
579,LiveMusic_1080P-3549,3.906,LiveMusic,1080
580,LiveMusic_1080P-3e1a,3.248,LiveMusic,1080
581,LiveMusic_1080P-3f95,4.05,LiveMusic,1080
582,LiveMusic_1080P-48d5,4.403,LiveMusic,1080
583,LiveMusic_1080P-514e,3.71,LiveMusic,1080
584,LiveMusic_1080P-51f6,3.819,LiveMusic,1080
585,LiveMusic_1080P-541f,4.174,LiveMusic,1080
586,LiveMusic_1080P-59b3,3.443,LiveMusic,1080
587,LiveMusic_1080P-6b1c,4.255,LiveMusic,1080
588,LiveMusic_1080P-6bbe,4.329,LiveMusic,1080
589,LiveMusic_1080P-6d1a,3.78,LiveMusic,1080
590,LiveMusic_1080P-6fe2,3.281,LiveMusic,1080
591,LiveMusic_1080P-77e8,3.346,LiveMusic,1080
592,LiveMusic_1080P-7948,3.838,LiveMusic,1080
593,LiveMusic_1080P-7ead,3.559,LiveMusic,1080
594,LiveMusic_360P-121f,3.43,LiveMusic,360
595,LiveMusic_360P-1d94,3.028,LiveMusic,360
596,LiveMusic_360P-22c5,3.231,LiveMusic,360
597,LiveMusic_360P-2508,3.004,LiveMusic,360
598,LiveMusic_360P-265c,2.339,LiveMusic,360
599,LiveMusic_360P-2b0f,3.401,LiveMusic,360
600,LiveMusic_360P-3979,1.838,LiveMusic,360
601,LiveMusic_360P-3b96,2.358,LiveMusic,360
602,LiveMusic_360P-3be0,1.72,LiveMusic,360
603,LiveMusic_360P-405c,3.453,LiveMusic,360
604,LiveMusic_360P-48d5,3.325,LiveMusic,360
605,LiveMusic_360P-5281,3.596,LiveMusic,360
606,LiveMusic_360P-54d0,3.559,LiveMusic,360
607,LiveMusic_360P-5b57,2.773,LiveMusic,360
608,LiveMusic_360P-6266,3.383,LiveMusic,360
609,LiveMusic_360P-6640,3.11,LiveMusic,360
610,LiveMusic_360P-6a65,2.427,LiveMusic,360
611,LiveMusic_360P-6f93,2.562,LiveMusic,360
612,LiveMusic_360P-7483,3.063,LiveMusic,360
613,LiveMusic_360P-7e1c,2.88,LiveMusic,360
614,LiveMusic_480P-0638,2.909,LiveMusic,480
615,LiveMusic_480P-1a91,3.173,LiveMusic,480
616,LiveMusic_480P-2019,3.631,LiveMusic,480
617,LiveMusic_480P-2a5e,3.089,LiveMusic,480
618,LiveMusic_480P-331a,2.441,LiveMusic,480
619,LiveMusic_480P-34be,3.689,LiveMusic,480
620,LiveMusic_480P-38f3,2.973,LiveMusic,480
621,LiveMusic_480P-3d03,2.729,LiveMusic,480
622,LiveMusic_480P-427e,2.454,LiveMusic,480
623,LiveMusic_480P-459c,2.755,LiveMusic,480
624,LiveMusic_480P-474a,1.491,LiveMusic,480
625,LiveMusic_480P-4c3a,2.907,LiveMusic,480
626,LiveMusic_480P-4f88,3.267,LiveMusic,480
627,LiveMusic_480P-559d,3.695,LiveMusic,480
628,LiveMusic_480P-58fb,3.502,LiveMusic,480
629,LiveMusic_480P-61ef,3.153,LiveMusic,480
630,LiveMusic_480P-636e,2.178,LiveMusic,480
631,LiveMusic_480P-6542,3.249,LiveMusic,480
632,LiveMusic_480P-65ca,3.691,LiveMusic,480
633,LiveMusic_720P-0cd5,4.042,LiveMusic,720
634,LiveMusic_720P-0d9f,3.319,LiveMusic,720
635,LiveMusic_720P-2620,3.721,LiveMusic,720
636,LiveMusic_720P-267b,3.525,LiveMusic,720
637,LiveMusic_720P-289b,2.436,LiveMusic,720
638,LiveMusic_720P-3320,3.45,LiveMusic,720
639,LiveMusic_720P-364b,4.08,LiveMusic,720
640,LiveMusic_720P-4ae2,3.285,LiveMusic,720
641,LiveMusic_720P-58db,4.382,LiveMusic,720
642,LiveMusic_720P-6343,3.304,LiveMusic,720
643,LiveMusic_720P-6452,3.098,LiveMusic,720
644,LiveMusic_720P-653e,3.112,LiveMusic,720
645,LiveMusic_720P-65f6,4.019,LiveMusic,720
646,LiveMusic_720P-66df,4.592,LiveMusic,720
647,LiveMusic_720P-71c5,3.605,LiveMusic,720
648,LyricVideo_1080P-0075,2.814,LyricVideo,1080
649,LyricVideo_1080P-0625,4.3,LyricVideo,1080
650,LyricVideo_1080P-11f0,2.698,LyricVideo,1080
651,LyricVideo_1080P-12af,4.244,LyricVideo,1080
652,LyricVideo_1080P-16b6,4.381,LyricVideo,1080
653,LyricVideo_1080P-1b04,3.803,LyricVideo,1080
654,LyricVideo_1080P-1d75,4.299,LyricVideo,1080
655,LyricVideo_1080P-23db,2.308,LyricVideo,1080
656,LyricVideo_1080P-28e8,3.268,LyricVideo,1080
657,LyricVideo_1080P-2946,4.177,LyricVideo,1080
658,LyricVideo_1080P-3803,3.95,LyricVideo,1080
659,LyricVideo_1080P-3b60,3.955,LyricVideo,1080
660,LyricVideo_1080P-41ee,4.071,LyricVideo,1080
661,LyricVideo_1080P-4b40,3.636,LyricVideo,1080
662,LyricVideo_1080P-5461,4.031,LyricVideo,1080
663,LyricVideo_1080P-584f,3.188,LyricVideo,1080
664,LyricVideo_1080P-5a1f,4.014,LyricVideo,1080
665,LyricVideo_1080P-63d4,4.221,LyricVideo,1080
666,LyricVideo_1080P-63d9,3.512,LyricVideo,1080
667,LyricVideo_1080P-725e,4.399,LyricVideo,1080
668,LyricVideo_1080P-756a,4.228,LyricVideo,1080
669,LyricVideo_360P-0ac7,2.964,LyricVideo,360
670,LyricVideo_360P-11eb,3.339,LyricVideo,360
671,LyricVideo_360P-17ce,2.83,LyricVideo,360
672,LyricVideo_360P-3afc,2.685,LyricVideo,360
673,LyricVideo_360P-5868,3.107,LyricVideo,360
674,LyricVideo_360P-597b,3.05,LyricVideo,360
675,LyricVideo_360P-5b54,3.069,LyricVideo,360
676,LyricVideo_360P-5e87,2.999,LyricVideo,360
677,LyricVideo_360P-64fb,3.092,LyricVideo,360
678,LyricVideo_360P-7fb1,3.568,LyricVideo,360
679,LyricVideo_480P-0722,2.619,LyricVideo,480
680,LyricVideo_480P-0a5b,3.247,LyricVideo,480
681,LyricVideo_480P-0f72,2.064,LyricVideo,480
682,LyricVideo_480P-1484,3.145,LyricVideo,480
683,LyricVideo_480P-1533,3.031,LyricVideo,480
684,LyricVideo_480P-1ea4,3.622,LyricVideo,480
685,LyricVideo_480P-200a,3.063,LyricVideo,480
686,LyricVideo_480P-2c50,2.985,LyricVideo,480
687,LyricVideo_480P-3b2c,3.472,LyricVideo,480
688,LyricVideo_480P-3ccf,2.639,LyricVideo,480
689,LyricVideo_480P-4346,3.193,LyricVideo,480
690,LyricVideo_480P-51e4,3.179,LyricVideo,480
691,LyricVideo_480P-5c17,3.344,LyricVideo,480
692,LyricVideo_480P-6385,2.535,LyricVideo,480
693,LyricVideo_480P-6f34,3.661,LyricVideo,480
694,LyricVideo_480P-6fca,2.572,LyricVideo,480
695,LyricVideo_480P-7919,2.508,LyricVideo,480
696,LyricVideo_720P-068d,3.825,LyricVideo,720
697,LyricVideo_720P-081c,4.19,LyricVideo,720
698,LyricVideo_720P-0940,3.045,LyricVideo,720
699,LyricVideo_720P-09ed,3.026,LyricVideo,720
700,LyricVideo_720P-0ae4,3.717,LyricVideo,720
701,LyricVideo_720P-1c89,3.93,LyricVideo,720
702,LyricVideo_720P-2d24,4.199,LyricVideo,720
703,LyricVideo_720P-2f12,3.956,LyricVideo,720
704,LyricVideo_720P-36fb,3.839,LyricVideo,720
705,LyricVideo_720P-38ee,4.088,LyricVideo,720
706,LyricVideo_720P-4253,4.066,LyricVideo,720
707,LyricVideo_720P-47a9,2.816,LyricVideo,720
708,LyricVideo_720P-59ed,4.315,LyricVideo,720
709,LyricVideo_720P-5d3a,3.939,LyricVideo,720
710,LyricVideo_720P-63c3,4.315,LyricVideo,720
711,LyricVideo_720P-6f0c,2.803,LyricVideo,720
712,LyricVideo_720P-6fc9,2.671,LyricVideo,720
713,LyricVideo_720P-7003,3.615,LyricVideo,720
714,LyricVideo_720P-739a,2.877,LyricVideo,720
715,LyricVideo_720P-74a0,4.415,LyricVideo,720
716,LyricVideo_720P-7f44,4.196,LyricVideo,720
717,MusicVideo_1080P-04b6,4.288,MusicVideo,1080
718,MusicVideo_1080P-0706,4.084,MusicVideo,1080
719,MusicVideo_1080P-0860,3.963,MusicVideo,1080
720,MusicVideo_1080P-106d,3.259,MusicVideo,1080
721,MusicVideo_1080P-16e6,4.349,MusicVideo,1080
722,MusicVideo_1080P-18f5,3.829,MusicVideo,1080
723,MusicVideo_1080P-1a53,3.577,MusicVideo,1080
724,MusicVideo_1080P-24f5,4.283,MusicVideo,1080
725,MusicVideo_1080P-2b2b,4.436,MusicVideo,1080
726,MusicVideo_1080P-2d1c,3.616,MusicVideo,1080
727,MusicVideo_1080P-34ff,3.658,MusicVideo,1080
728,MusicVideo_1080P-3a50,3.69,MusicVideo,1080
729,MusicVideo_1080P-453f,4.372,MusicVideo,1080
730,MusicVideo_1080P-4671,3.083,MusicVideo,1080
731,MusicVideo_1080P-4b61,3.885,MusicVideo,1080
732,MusicVideo_1080P-5072,4.19,MusicVideo,1080
733,MusicVideo_1080P-55af,3.748,MusicVideo,1080
734,MusicVideo_1080P-59c4,3.529,MusicVideo,1080
735,MusicVideo_1080P-5f03,3.265,MusicVideo,1080
736,MusicVideo_1080P-6260,3.042,MusicVideo,1080
737,MusicVideo_1080P-65c6,4.066,MusicVideo,1080
738,MusicVideo_1080P-6c1d,4.323,MusicVideo,1080
739,MusicVideo_1080P-6c88,3.318,MusicVideo,1080
740,MusicVideo_1080P-6fb1,3.492,MusicVideo,1080
741,MusicVideo_1080P-7265,3.566,MusicVideo,1080
742,MusicVideo_1080P-7706,2.925,MusicVideo,1080
743,MusicVideo_1080P-7736,4.371,MusicVideo,1080
744,MusicVideo_1080P-7f2e,3.75,MusicVideo,1080
745,MusicVideo_360P-08cb,3.401,MusicVideo,360
746,MusicVideo_360P-17e4,3.233,MusicVideo,360
747,MusicVideo_360P-24b0,3.512,MusicVideo,360
748,MusicVideo_360P-2a75,2.754,MusicVideo,360
749,MusicVideo_360P-2fcb,3.619,MusicVideo,360
750,MusicVideo_360P-462f,3.51,MusicVideo,360
751,MusicVideo_360P-4de7,2.968,MusicVideo,360
752,MusicVideo_360P-5358,3.069,MusicVideo,360
753,MusicVideo_360P-5578,2.873,MusicVideo,360
754,MusicVideo_360P-5699,3.776,MusicVideo,360
755,MusicVideo_360P-5f07,2.921,MusicVideo,360
756,MusicVideo_360P-5f8d,2.437,MusicVideo,360
757,MusicVideo_360P-648c,3.272,MusicVideo,360
758,MusicVideo_360P-7b94,2.44,MusicVideo,360
759,MusicVideo_480P-001f,3.377,MusicVideo,480
760,MusicVideo_480P-0448,3.453,MusicVideo,480
761,MusicVideo_480P-12fb,3.059,MusicVideo,480
762,MusicVideo_480P-184c,3.726,MusicVideo,480
763,MusicVideo_480P-1eee,3.061,MusicVideo,480
764,MusicVideo_480P-2de0,3.47,MusicVideo,480
765,MusicVideo_480P-3aa2,2.767,MusicVideo,480
766,MusicVideo_480P-3c8b,2.908,MusicVideo,480
767,MusicVideo_480P-41ce,3.766,MusicVideo,480
768,MusicVideo_480P-4802,4.268,MusicVideo,480
769,MusicVideo_480P-483b,1.539,MusicVideo,480
770,MusicVideo_480P-4cc8,3.346,MusicVideo,480
771,MusicVideo_480P-5461,4.272,MusicVideo,480
772,MusicVideo_480P-5830,3.045,MusicVideo,480
773,MusicVideo_480P-6026,3.033,MusicVideo,480
774,MusicVideo_480P-61ba,1.756,MusicVideo,480
775,MusicVideo_480P-66b2,2.709,MusicVideo,480
776,MusicVideo_480P-6fb6,3.611,MusicVideo,480
777,MusicVideo_480P-7643,3.093,MusicVideo,480
778,MusicVideo_480P-7955,3.509,MusicVideo,480
779,MusicVideo_720P-0355,1.907,MusicVideo,720
780,MusicVideo_720P-0752,4.365,MusicVideo,720
781,MusicVideo_720P-14f0,2.382,MusicVideo,720
782,MusicVideo_720P-2d7d,2.988,MusicVideo,720
783,MusicVideo_720P-3698,4.378,MusicVideo,720
784,MusicVideo_720P-3b11,3.6,MusicVideo,720
785,MusicVideo_720P-3c4c,4.135,MusicVideo,720
786,MusicVideo_720P-4179,3.535,MusicVideo,720
787,MusicVideo_720P-44c1,4.499,MusicVideo,720
788,MusicVideo_720P-4895,4.173,MusicVideo,720
789,MusicVideo_720P-4ad2,3.756,MusicVideo,720
790,MusicVideo_720P-575d,3.242,MusicVideo,720
791,MusicVideo_720P-5c9c,2.471,MusicVideo,720
792,MusicVideo_720P-62df,4.246,MusicVideo,720
793,MusicVideo_720P-734f,3.848,MusicVideo,720
794,MusicVideo_720P-7501,2.598,MusicVideo,720
795,MusicVideo_720P-7bcf,3.536,MusicVideo,720
796,NewsClip_1080P-00c3,4.421,NewsClip,1080
797,NewsClip_1080P-02fd,4.159,NewsClip,1080
798,NewsClip_1080P-06df,4.489,NewsClip,1080
799,NewsClip_1080P-0abf,3.672,NewsClip,1080
800,NewsClip_1080P-0f9a,4.026,NewsClip,1080
801,NewsClip_1080P-1db0,4.141,NewsClip,1080
802,NewsClip_1080P-22b3,3.812,NewsClip,1080
803,NewsClip_1080P-25ea,4.291,NewsClip,1080
804,NewsClip_1080P-27fb,4.002,NewsClip,1080
805,NewsClip_1080P-2eb0,4.484,NewsClip,1080
806,NewsClip_1080P-3427,4.382,NewsClip,1080
807,NewsClip_1080P-392e,4.423,NewsClip,1080
808,NewsClip_1080P-3c7c,4.462,NewsClip,1080
809,NewsClip_1080P-3cc6,3.557,NewsClip,1080
810,NewsClip_1080P-4241,3.936,NewsClip,1080
811,NewsClip_1080P-48ae,3.887,NewsClip,1080
812,NewsClip_1080P-512d,3.607,NewsClip,1080
813,NewsClip_1080P-5386,3.935,NewsClip,1080
814,NewsClip_1080P-5a5b,2.717,NewsClip,1080
815,NewsClip_1080P-5aa7,4.296,NewsClip,1080
816,NewsClip_1080P-5b53,4.45,NewsClip,1080
817,NewsClip_1080P-5be1,4.065,NewsClip,1080
818,NewsClip_1080P-5c61,3.405,NewsClip,1080
819,NewsClip_1080P-632e,3.517,NewsClip,1080
820,NewsClip_1080P-6708,3.222,NewsClip,1080
821,NewsClip_1080P-6739,2.987,NewsClip,1080
822,NewsClip_1080P-67dc,3.977,NewsClip,1080
823,NewsClip_1080P-6e81,4.223,NewsClip,1080
824,NewsClip_1080P-741f,3.928,NewsClip,1080
825,NewsClip_1080P-7816,3.855,NewsClip,1080
826,NewsClip_1080P-7f69,3.705,NewsClip,1080
827,NewsClip_360P-0376,3.095,NewsClip,360
828,NewsClip_360P-0ab8,2.685,NewsClip,360
829,NewsClip_360P-0c17,2.968,NewsClip,360
830,NewsClip_360P-0ff8,3.518,NewsClip,360
831,NewsClip_360P-1093,3.1,NewsClip,360
832,NewsClip_360P-12fc,2.902,NewsClip,360
833,NewsClip_360P-1b1c,3.514,NewsClip,360
834,NewsClip_360P-1e1c,3.254,NewsClip,360
835,NewsClip_360P-1eae,3.467,NewsClip,360
836,NewsClip_360P-22ce,2.698,NewsClip,360
837,NewsClip_360P-274e,3.332,NewsClip,360
838,NewsClip_360P-2986,2.902,NewsClip,360
839,NewsClip_360P-2c91,2.859,NewsClip,360
840,NewsClip_360P-311a,2.447,NewsClip,360
841,NewsClip_360P-3451,2.121,NewsClip,360
842,NewsClip_360P-4288,3.393,NewsClip,360
843,NewsClip_360P-439a,3.282,NewsClip,360
844,NewsClip_360P-4417,2.924,NewsClip,360
845,NewsClip_360P-5052,2.095,NewsClip,360
846,NewsClip_360P-5752,3.346,NewsClip,360
847,NewsClip_360P-5bcc,2.864,NewsClip,360
848,NewsClip_360P-5f3b,2.298,NewsClip,360
849,NewsClip_360P-66ae,3.218,NewsClip,360
850,NewsClip_360P-67ce,3.196,NewsClip,360
851,NewsClip_360P-7a96,2.291,NewsClip,360
852,NewsClip_480P-0269,3.04,NewsClip,480
853,NewsClip_480P-0ce5,3.265,NewsClip,480
854,NewsClip_480P-15fa,3.581,NewsClip,480
855,NewsClip_480P-2407,2.688,NewsClip,480
856,NewsClip_480P-2642,2.688,NewsClip,480
857,NewsClip_480P-28eb,2.998,NewsClip,480
858,NewsClip_480P-2b9b,2.421,NewsClip,480
859,NewsClip_480P-2ba7,2.791,NewsClip,480
860,NewsClip_480P-2fb7,3.023,NewsClip,480
861,NewsClip_480P-31bd,3.61,NewsClip,480
862,NewsClip_480P-3672,3.802,NewsClip,480
863,NewsClip_480P-36d0,3.764,NewsClip,480
864,NewsClip_480P-4072,2.481,NewsClip,480
865,NewsClip_480P-41b1,3.623,NewsClip,480
866,NewsClip_480P-437c,3.011,NewsClip,480
867,NewsClip_480P-49c9,3.975,NewsClip,480
868,NewsClip_480P-4a9f,2.983,NewsClip,480
869,NewsClip_480P-4e77,3.45,NewsClip,480
870,NewsClip_480P-543f,3.423,NewsClip,480
871,NewsClip_480P-5a3b,2.237,NewsClip,480
872,NewsClip_480P-5e7f,3.105,NewsClip,480
873,NewsClip_480P-606e,2.921,NewsClip,480
874,NewsClip_480P-6615,3.51,NewsClip,480
875,NewsClip_480P-696e,3.102,NewsClip,480
876,NewsClip_480P-6bfa,3.793,NewsClip,480
877,NewsClip_480P-7232,2.991,NewsClip,480
878,NewsClip_480P-72b8,3.407,NewsClip,480
879,NewsClip_480P-7315,2.937,NewsClip,480
880,NewsClip_480P-7a0d,3.754,NewsClip,480
881,NewsClip_720P-04ba,3.49,NewsClip,720
882,NewsClip_720P-0c81,3.893,NewsClip,720
883,NewsClip_720P-1971,4.272,NewsClip,720
884,NewsClip_720P-2182,3.494,NewsClip,720
885,NewsClip_720P-23e0,4.11,NewsClip,720
886,NewsClip_720P-2882,3.667,NewsClip,720
887,NewsClip_720P-35d9,3.017,NewsClip,720
888,NewsClip_720P-37f7,3.716,NewsClip,720
889,NewsClip_720P-4603,3.454,NewsClip,720
890,NewsClip_720P-4e87,4.368,NewsClip,720
891,NewsClip_720P-5564,4.377,NewsClip,720
892,NewsClip_720P-5787,4.483,NewsClip,720
893,NewsClip_720P-579b,2.866,NewsClip,720
894,NewsClip_720P-5d89,4.48,NewsClip,720
895,NewsClip_720P-6016,4.522,NewsClip,720
896,NewsClip_720P-6106,2.996,NewsClip,720
897,NewsClip_720P-672c,3.987,NewsClip,720
898,NewsClip_720P-6a19,3.547,NewsClip,720
899,NewsClip_720P-6aa6,4.363,NewsClip,720
900,NewsClip_720P-6cde,4.297,NewsClip,720
901,NewsClip_720P-72d2,4.357,NewsClip,720
902,NewsClip_720P-7345,3.97,NewsClip,720
903,NewsClip_720P-739b,4.007,NewsClip,720
904,NewsClip_720P-7745,4.528,NewsClip,720
905,NewsClip_720P-7b7e,4.145,NewsClip,720
906,NewsClip_720P-7b97,2.803,NewsClip,720
907,NewsClip_720P-7c67,4.434,NewsClip,720
908,NewsClip_720P-7e56,4.41,NewsClip,720
909,Sports_1080P-0063,3.447,Sports,1080
910,Sports_1080P-0640,3.524,Sports,1080
911,Sports_1080P-08e1,4.224,Sports,1080
912,Sports_1080P-0d0c,3.98,Sports,1080
913,Sports_1080P-15d1,4.57,Sports,1080
914,Sports_1080P-19d8,4.472,Sports,1080
915,Sports_1080P-1ae3,3.352,Sports,1080
916,Sports_1080P-1bf7,4.49,Sports,1080
917,Sports_1080P-1d78,3.378,Sports,1080
918,Sports_1080P-241e,4.411,Sports,1080
919,Sports_1080P-2524,3.662,Sports,1080
920,Sports_1080P-28a6,4.452,Sports,1080
921,Sports_1080P-2a21,3.231,Sports,1080
922,Sports_1080P-3a3b,3.669,Sports,1080
923,Sports_1080P-3db7,4.021,Sports,1080
924,Sports_1080P-3eb0,3.819,Sports,1080
925,Sports_1080P-43e2,4.414,Sports,1080
926,Sports_1080P-46ed,3.493,Sports,1080
927,Sports_1080P-47e9,4.106,Sports,1080
928,Sports_1080P-4978,4.341,Sports,1080
929,Sports_1080P-49c5,4.142,Sports,1080
930,Sports_1080P-4e05,3.445,Sports,1080
931,Sports_1080P-53a0,3.429,Sports,1080
932,Sports_1080P-5d25,3.478,Sports,1080
933,Sports_1080P-6571,3.652,Sports,1080
934,Sports_1080P-6710,4.335,Sports,1080
935,Sports_1080P-679d,4.366,Sports,1080
936,Sports_1080P-7203,3.91,Sports,1080
937,Sports_1080P-7584,3.755,Sports,1080
938,Sports_1080P-76a2,4.054,Sports,1080
939,Sports_1080P-7dba,3.718,Sports,1080
940,Sports_2160P-0455,4.287,Sports,2160
941,Sports_2160P-086d,4.376,Sports,2160
942,Sports_2160P-1261,4.114,Sports,2160
943,Sports_2160P-1733,4.373,Sports,2160
944,Sports_2160P-1b70,4.508,Sports,2160
945,Sports_2160P-1ddc,3.466,Sports,2160
946,Sports_2160P-210c,4.462,Sports,2160
947,Sports_2160P-2568,4.401,Sports,2160
948,Sports_2160P-2626,4.388,Sports,2160
949,Sports_2160P-279f,4.526,Sports,2160
950,Sports_2160P-2a83,4.002,Sports,2160
951,Sports_2160P-2e1d,4.457,Sports,2160
952,Sports_2160P-2eda,4.307,Sports,2160
953,Sports_2160P-300d,3.67,Sports,2160
954,Sports_2160P-324e,4.317,Sports,2160
955,Sports_2160P-349c,4.302,Sports,2160
956,Sports_2160P-3794,3.158,Sports,2160
957,Sports_2160P-391a,4.281,Sports,2160
958,Sports_2160P-3a9a,3.633,Sports,2160
959,Sports_2160P-3d85,4.517,Sports,2160
960,Sports_2160P-4024,4.054,Sports,2160
961,Sports_2160P-4201,4.012,Sports,2160
962,Sports_2160P-49f1,4.287,Sports,2160
963,Sports_2160P-4aae,4.323,Sports,2160
964,Sports_2160P-4e9f,4.405,Sports,2160
965,Sports_2160P-5ef3,4.209,Sports,2160
966,Sports_2160P-69b9,4.564,Sports,2160
967,Sports_2160P-6b28,4.391,Sports,2160
968,Sports_2160P-7165,4.351,Sports,2160
969,Sports_2160P-7a11,4.373,Sports,2160
970,Sports_2160P-7af7,3.95,Sports,2160
971,Sports_2160P-7af8,3.563,Sports,2160
972,Sports_2160P-7bbe,4.343,Sports,2160
973,Sports_360P-02c3,3.396,Sports,360
974,Sports_360P-0c66,3.097,Sports,360
975,Sports_360P-0dda,2.868,Sports,360
976,Sports_360P-11b7,2.401,Sports,360
977,Sports_360P-12ee,3.869,Sports,360
978,Sports_360P-1803,3.593,Sports,360
979,Sports_360P-1a23,3.844,Sports,360
980,Sports_360P-1d5c,3.781,Sports,360
981,Sports_360P-2725,2.862,Sports,360
982,Sports_360P-27b0,2.82,Sports,360
983,Sports_360P-2ace,3.444,Sports,360
984,Sports_360P-2e48,2.744,Sports,360
985,Sports_360P-301d,3.667,Sports,360
986,Sports_360P-32d3,3.012,Sports,360
987,Sports_360P-35e1,3.887,Sports,360
988,Sports_360P-3960,2.787,Sports,360
989,Sports_360P-3e68,2.508,Sports,360
990,Sports_360P-4545,2.432,Sports,360
991,Sports_360P-46c6,3.378,Sports,360
992,Sports_360P-4802,2.582,Sports,360
993,Sports_360P-4ad7,2.327,Sports,360
994,Sports_360P-50fd,3.011,Sports,360
995,Sports_360P-5252,2.538,Sports,360
996,Sports_360P-5ded,3.784,Sports,360
997,Sports_360P-61f6,3.393,Sports,360
998,Sports_360P-65f3,2.826,Sports,360
999,Sports_360P-6b4f,2.981,Sports,360
1000,Sports_360P-6c6f,2.556,Sports,360
1001,Sports_360P-6cfd,2.999,Sports,360
1002,Sports_360P-6f62,3.594,Sports,360
1003,Sports_360P-7f50,1.963,Sports,360
1004,Sports_480P-0623,3.106,Sports,480
1005,Sports_480P-0827,2.914,Sports,480
1006,Sports_480P-0af9,3.765,Sports,480
1007,Sports_480P-0bb9,3.419,Sports,480
1008,Sports_480P-0efe,3.673,Sports,480
1009,Sports_480P-1019,3.316,Sports,480
1010,Sports_480P-1056,3.149,Sports,480
1011,Sports_480P-11ec,1.612,Sports,480
1012,Sports_480P-1396,3.459,Sports,480
1013,Sports_480P-19e4,3.835,Sports,480
1014,Sports_480P-1d1b,2.177,Sports,480
1015,Sports_480P-1fe9,1.706,Sports,480
1016,Sports_480P-2053,3.149,Sports,480
1017,Sports_480P-211f,2.715,Sports,480
1018,Sports_480P-2dfe,2.401,Sports,480
1019,Sports_480P-3195,3.537,Sports,480
1020,Sports_480P-3404,3.533,Sports,480
1021,Sports_480P-35ea,3.668,Sports,480
1022,Sports_480P-3ca4,2.389,Sports,480
1023,Sports_480P-3dfd,3.498,Sports,480
1024,Sports_480P-3f50,4.234,Sports,480
1025,Sports_480P-41a5,1.97,Sports,480
1026,Sports_480P-44e5,3.17,Sports,480
1027,Sports_480P-4cf8,2.023,Sports,480
1028,Sports_480P-5224,2.866,Sports,480
1029,Sports_480P-5871,2.698,Sports,480
1030,Sports_480P-5f38,3.771,Sports,480
1031,Sports_480P-6508,3.448,Sports,480
1032,Sports_480P-6e41,3.306,Sports,480
1033,Sports_480P-77e3,3.053,Sports,480
1034,Sports_480P-7f7e,1.953,Sports,480
1035,Sports_720P-00a1,4.061,Sports,720
1036,Sports_720P-0104,4.223,Sports,720
1037,Sports_720P-058f,4.28,Sports,720
1038,Sports_720P-07d0,3.863,Sports,720
1039,Sports_720P-0b9e,3.942,Sports,720
1040,Sports_720P-17fb,3.591,Sports,720
1041,Sports_720P-2191,3.789,Sports,720
1042,Sports_720P-2234,4.16,Sports,720
1043,Sports_720P-2632,3.884,Sports,720
1044,Sports_720P-2c06,3.978,Sports,720
1045,Sports_720P-2c80,3.136,Sports,720
1046,Sports_720P-3072,3.18,Sports,720
1047,Sports_720P-3338,4.483,Sports,720
1048,Sports_720P-33c6,2.985,Sports,720
1049,Sports_720P-38a1,3.165,Sports,720
1050,Sports_720P-3eb4,3.802,Sports,720
1051,Sports_720P-3ffe,3.011,Sports,720
1052,Sports_720P-4b69,3.903,Sports,720
1053,Sports_720P-4c6f,4.105,Sports,720
1054,Sports_720P-50cf,3.372,Sports,720
1055,Sports_720P-531c,4.555,Sports,720
1056,Sports_720P-5833,3.205,Sports,720
1057,Sports_720P-5ae1,4.333,Sports,720
1058,Sports_720P-5bfd,4.677,Sports,720
1059,Sports_720P-5e39,3.685,Sports,720
1060,Sports_720P-5ea4,4.238,Sports,720
1061,Sports_720P-62ba,2.965,Sports,720
1062,Sports_720P-6365,4.047,Sports,720
1063,Sports_720P-675b,3.201,Sports,720
1064,Sports_720P-69a0,3.878,Sports,720
